4 8 16 20 24 28 32 36 44 48 60 72 80 88 96 100 108 112 116 120 124 132 136 148 160 172 180 184 192 196 200 204 208 212 216 220 228 264 276 284 288 292 300 308 320 332 344 356 364 368 372 376 384 388 400 412 424 436 444 452 460 464 468 472 524 532 544 548 556 560 564 568 572 580 600 612 624 632 640 648 652 656 660 664 672 688 712 724 728 736 740 752 760 772 784 792 800 804 812 816 820 824 836 844 852 860 872 884 892 900 912 920 928 936 944 956 960 968 972 980 984 988
4 12 16 24 28 36 44 52 60 68 76 88 92 100 104 112 116 120 124 132 136 144 156 164 176 188 196 204 208 216 220 256 272 284 292 300 308 324 336 348 360 368 376 384 392 396 404 412 424 436 444 456 464 476 512 524 536 544 552 556 560 564 568 572 580 588 600 608 616 628 640 648 652 660 668 680 688 696 708 720 724 732 744 752 760 768 780 792 804 808 816 820 828 844 856 880 896 912 924 936 944 952 960 968 976 984
4 12 16 24 28 36 40 44 48 52 56 60 68 76 88 96 104 108 116 120 128 132 136 144 148 172 188 200 212 220 224 232 272 284 292 300 304 320 328 336 344 348 360 372 380 388 396 400 404 408 416 440 452 464 476 484 492 504 508 516 520 528 536 544 556 564 572 576 584 588 592 600 604 612 648 656 664 672 680 684 696 704 748 760 768 776 784 796 808 812 824 840 852 864 876 892 908 924 936 944 952 960 972 988
