0.042667,0.328,0.17867,0.12533,0.344,0.424,0.344,0.37067,0.41067,0.31467,0.27467,0.424,0.53333,0.45333,0.248,0.013333,0,0.41067,0.808,0.78133,0.616,0.58933,0.53333,0.49333,0.69867,0.82133,0.52,0.288,0.35733,0.39733,0.344,0.35733,0.41067,0.54667,0.69867,0.712,0.616,0.672,0.752,0.53333,0.30133,0.49333,0.768,0.768,0.768,0.82133,0.83467,0.768,0.78133,0.72533,0.50667,0.27467,0.21867,0.384,0.576,0.64267,0.68533,0.68533,0.43733,0.288,0.384,0.45333,0.576,0.78133,0.752,0.50667,0.37067,0.35733,0.344,0.328,0.344,0.41067,0.712,1,0.91733,0.752,0.768,0.83467,0.79467,0.56267,0.27467,0.21867,0.45333,0.78133,0.904,0.79467,0.56267,0.328,0.41067,0.712,0.62933,0.248,0.26133,0.52,0.49333,0.39733,0.50667,0.576,0.53333,0.62933,0.60267,0.39733,0.54667,0.89067,0.848,0.65867,0.712,0.712,0.576,0.68533,0.752,0.49333,0.248,0.37067,0.65867,0.68533,0.45333,0.27467,0.30133,0.48,0.56267,0.46667,0.23467,0.21867,0.43733,0.65867,0.672,0.672
0.10801,0.18118,0.12544,0.23345,0.60976,0.91289,0.83972,0.6446,0.55401,0.4669,0.35889,0.4669,0.55401,0.50174,0.41115,0.21603,0.18118,0.55401,0.93031,0.71429,0.37631,0.51916,0.66202,0.67944,0.87805,0.96516,0.59233,0.32404,0.41115,0.41115,0.41115,0.4669,0.39373,0.35889,0.48432,0.51916,0.4669,0.48432,0.42857,0.25087,0.23345,0.34146,0.51916,0.71429,0.71429,0.57143,0.67944,0.96516,1,0.69686,0.41115,0.32404,0.19861,0.16028,0.32404,0.37631,0.32404,0.35889,0.21603,0.038328,0.090592,0.19861,0.19861,0.14286,0.12544,0.12544,0.14286,0.10801,0,0.017422,0.28571,0.42857,0.48432,0.67944,0.71429,0.62718,0.62718,0.51916,0.39373,0.39373,0.23345,0.038328,0.19861,0.57143,0.6446,0.53659,0.44599,0.35889,0.37631,0.55401,0.60976,0.35889,0.18118,0.26829,0.41115,0.41115,0.41115,0.51916,0.51916,0.4669,0.44599,0.4669,0.50174,0.48432,0.39373,0.4669,0.59233,0.4669,0.35889,0.4669,0.51916,0.50174,0.37631,0.32404,0.50174,0.59233,0.41115,0.25087,0.28571,0.39373,0.48432,0.41115,0.28571,0.32404,0.39373,0.35889,0.37631,0.69686
0.33648,0.41824,0.51572,0.41824,0.48113,0.8522,0.96541,0.70755,0.57862,0.57862,0.54717,0.64465,0.90252,0.98113,0.69182,0.37107,0.33648,0.61006,0.91824,0.90252,0.80503,0.87107,0.91824,0.78931,0.83648,1,0.83648,0.53145,0.48113,0.51572,0.46541,0.5,0.54717,0.51572,0.51572,0.62893,0.78931,0.82075,0.61006,0.3522,0.43396,0.72327,0.90252,0.93396,0.73899,0.56289,0.69182,0.91824,0.77358,0.43396,0.40252,0.41824,0.33648,0.28931,0.33648,0.38679,0.40252,0.44969,0.41824,0.37107,0.37107,0.43396,0.44969,0.44969,0.46541,0.41824,0.38679,0.41824,0.25786,0.015723,0.031447,0.22327,0.33648,0.44969,0.51572,0.44969,0.40252,0.46541,0.48113,0.44969,0.28931,0.1761,0.28931,0.51572,0.57862,0.48113,0.40252,0.32075,0.3522,0.43396,0.43396,0.41824,0.40252,0.33648,0.30503,0.40252,0.46541,0.40252,0.38679,0.48113,0.5,0.3522,0.53145,0.80503,0.66038,0.43396,0.46541,0.43396,0.33648,0.5,0.59434,0.48113,0.38679,0.32075,0.40252,0.5,0.27358,0,0.24214,0.51572,0.38679,0.30503,0.41824,0.38679,0.32075,0.32075,0.38679,0.62893
0.56944,0.63889,0.56944,0.56944,0.5,0.36111,0.5,0.79167,0.72222,0.5,0.22222,0.069444,0.36111,0.63889,0.5,0.29167,0.22222,0.43056,0.63889,0.63889,0.56944,0.79167,0.93056,0.79167,0.5,0.29167,0.22222,0.43056,0.63889,0.56944,0.56944,0.56944,0.36111,0,0.22222,0.5,0.13889,0.13889,0.43056,0.43056,0.36111,0.36111,0.43056,0.56944,0.36111,0.29167,0.63889,0.72222,0.36111,0.29167,0.5,0.43056,0.22222,0.5,0.56944,0.5,0.72222,0.43056,0.36111,0.63889,0.79167,0.63889,0.43056,0.29167,0.29167,0.5,0.56944,0.43056,0.56944,0.56944,0.5,0.56944,0.5,0.56944,0.72222,0.63889,0.72222,1,0.72222,0.22222,0.43056,0.79167,0.56944,0.5,0.5,0.5,0.72222,0.36111,0.069444,0.5,0.86111,0.63889,0.43056,0.43056,0.5,0.63889,0.43056,0.22222,0.56944,0.5,0.13889,0.43056,0.43056,0.13889,0.72222,0.86111,0.29167,0.43056,0.72222,0.79167,0.5,0.43056,0.63889,0.56944,0.43056,0.72222,0.63889,0.069444,0,0.29167,0.63889,0.93056,0.63889,0.069444,0.29167,0.72222,0.43056,0.43056
0.11278,0.19173,0.24812,0.28571,0.61654,0.88346,0.55639,0.19173,0.28571,0.40226,0.26692,0.30827,0.63534,0.90602,0.67293,0.15414,0.17293,0.72932,0.94361,0.42105,0.34586,0.77068,0.53759,0.13158,0.59774,0.92481,0.5188,0.46241,0.53759,0.40226,0.61654,0.78947,0.4812,0.28571,0.5188,0.61654,0.69173,0.72932,0.5,0.11278,0.075188,0.46241,0.77068,0.84586,0.78947,0.72932,0.84586,1,0.94361,0.78947,0.84586,0.80827,0.71053,0.78947,0.78947,0.69173,0.84586,0.88346,0.67293,0.65414,0.82707,0.92481,0.71053,0.40226,0.5188,0.69173,0.36466,0.15414,0.24812,0.15414,0.34586,0.55639,0.5188,0.69173,0.71053,0.57519,0.67293,0.71053,0.38346,0.22932,0.17293,0.018797,0.22932,0.72932,0.78947,0.38346,0.17293,0.22932,0.28571,0.28571,0.26692,0.19173,0.11278,0.17293,0.30827,0.30827,0.22932,0.30827,0.34586,0.28571,0.19173,0.075188,0.17293,0.26692,0.037594,0,0.28571,0.32707,0.13158,0.19173,0.34586,0.28571,0.11278,0.093985,0.26692,0.34586,0.30827,0.15414,0.19173,0.46241,0.43985,0.22932,0.26692,0.28571,0.17293,0.11278,0.13158,0.40226
0.40741,0.31019,0.4537,0.87963,0.90278,0.73611,0.64352,0.59722,0.68981,0.78704,0.73611,0.71296,0.73611,0.78704,0.78704,0.73611,0.75926,0.85648,0.87963,0.83333,0.75926,0.78704,0.81019,0.71296,0.66667,0.71296,0.73611,0.75926,0.78704,0.78704,0.78704,0.78704,0.73611,0.71296,0.71296,0.59722,0.43056,0.64352,0.68981,0.12037,0,0.64352,0.87963,0.73611,0.81019,0.81019,0.68981,0.73611,0.73611,0.71296,0.85648,0.71296,0.37963,0.5463,0.75926,0.43056,0.37963,0.68981,0.64352,0.59722,0.78704,0.73611,0.71296,0.87963,0.90278,0.85648,0.81019,0.62037,0.47685,0.59722,0.83333,0.92593,0.75926,0.73611,0.85648,0.87963,0.83333,0.81019,0.71296,0.59722,0.56944,0.52315,0.59722,0.83333,0.94907,0.85648,0.73611,0.66667,0.66667,0.78704,0.90278,0.5,0.074074,0.40741,1,0.66667,0.14352,0.33333,0.64352,0.5,0.24074,0.050926,0.023148,0.16667,0.16667,0.18981,0.47685,0.4537,0.14352,0.074074,0.21759,0.18981,0.097222,0.023148,0.12037,0.4537,0.62037,0.21759,0.050926,0.5,0.62037,0.47685,0.52315,0.43056,0.37963,0.5,0.33333,0.33333
0.23839,0.14241,0.12693,0.26935,0.28483,0.17647,0.19195,0.17647,0.20743,0.43034,0.5418,0.33437,0.15789,0.34985,0.65015,0.65015,0.57276,0.60372,0.60372,0.50774,0.5418,0.65015,0.52322,0.23839,0.28483,0.60372,0.73065,0.66873,0.60372,0.63467,0.71517,0.69969,0.50774,0.52322,0.57276,0.34985,0.28483,0.47678,0.33437,0,0.28483,0.77709,0.74613,0.55728,0.63467,0.77709,0.57276,0.26935,0.31889,0.66873,0.73065,0.44582,0.4613,0.71517,0.63467,0.43034,0.33437,0.23839,0.31889,0.58824,0.6192,0.49226,0.6192,0.66873,0.68421,0.98452,1,0.66873,0.52322,0.5418,0.6192,0.63467,0.3808,0.22291,0.47678,0.6192,0.57276,0.58824,0.58824,0.57276,0.6192,0.5418,0.55728,0.63467,0.66873,0.71517,0.65015,0.50774,0.5418,0.60372,0.52322,0.34985,0.34985,0.5418,0.73065,0.50774,0.14241,0.31889,0.68421,0.57276,0.19195,0.11146,0.28483,0.26935,0.23839,0.43034,0.71517,0.73065,0.31889,0.065015,0.31889,0.60372,0.33437,0.14241,0.4613,0.71517,0.69969,0.55728,0.47678,0.60372,0.74613,0.63467,0.5418,0.68421,0.76161,0.65015,0.4613,0.50774
0.63797,0.66329,0.63797,0.68861,0.83038,0.80506,0.61013,0.55949,0.66329,0.61013,0.41519,0.51899,0.77975,0.67595,0.37722,0.28608,0.40253,0.70127,0.84557,0.63797,0.51899,0.81772,0.81772,0.46835,0.41519,0.51899,0.43038,0.4557,0.61013,0.62278,0.65063,0.62278,0.48101,0.50633,0.61013,0.59747,0.57215,0.58481,0.62278,0.55949,0.57215,0.87089,1,0.75443,0.71392,0.87089,0.70127,0.43038,0.33924,0.4557,0.62278,0.62278,0.57215,0.59747,0.62278,0.59747,0.57215,0.36456,0.11646,0.27342,0.55949,0.58481,0.46835,0.3519,0.43038,0.76709,0.92152,0.81772,0.79241,0.75443,0.49367,0.31139,0.44304,0.63797,0.65063,0.46835,0.33924,0.49367,0.71392,0.57215,0.27342,0.26076,0.50633,0.75443,0.68861,0.41519,0.31139,0.19494,0.078481,0.27342,0.44304,0.40253,0.38987,0.3519,0.29873,0.40253,0.46835,0.36456,0.28608,0.48101,0.58481,0.20759,0,0.2481,0.43038,0.46835,0.49367,0.49367,0.55949,0.61013,0.57215,0.58481,0.43038,0.16962,0.28608,0.44304,0.33924,0.23544,0.18228,0.22025,0.46835,0.74177,0.77975,0.83038,0.80506,0.55949,0.33924,0.33924
0.41766,0.47878,0.59083,0.72156,0.85229,0.79966,0.54839,0.48727,0.57385,0.54839,0.48727,0.59932,0.73854,0.60951,0.29542,0.16469,0.36503,0.59083,0.618,0.5399,0.50424,0.66044,0.7657,0.64346,0.57385,0.55688,0.39898,0.39049,0.70458,0.86078,0.81834,0.7657,0.74873,0.66893,0.55688,0.66893,0.82683,0.88795,0.97453,0.88795,0.63497,0.73005,1,0.86927,0.72156,0.80985,0.78268,0.65195,0.57385,0.57385,0.618,0.59932,0.56537,0.57385,0.50424,0.52122,0.62649,0.45161,0.24278,0.42615,0.59932,0.52122,0.58234,0.57385,0.45161,0.49576,0.50424,0.39898,0.49576,0.57385,0.32937,0.2343,0.47878,0.62649,0.57385,0.49576,0.40917,0.39049,0.50424,0.36503,0.086587,0.16469,0.45161,0.62649,0.57385,0.39049,0.25976,0.21732,0.22581,0.27844,0.34805,0.47029,0.54839,0.29542,0.042445,0.2343,0.39049,0.22581,0.10357,0.39898,0.67912,0.39049,0.008489,0.13922,0.35654,0.1562,0,0.14771,0.22581,0.14771,0.26995,0.49576,0.32088,0.13922,0.33956,0.382,0.16469,0.086587,0.14771,0.2343,0.44312,0.47878,0.32937,0.27844,0.32937,0.32088,0.17317,0.033956
0.52165,0.57792,0.52165,0.46753,0.67749,0.88961,0.72294,0.46753,0.53247,0.55628,0.44372,0.58874,0.75541,0.61039,0.34416,0.1342,0.15584,0.46753,0.68831,0.53247,0.42208,0.55628,0.55628,0.47835,0.6342,0.72294,0.51082,0.34416,0.51082,0.77706,0.73377,0.5,0.45671,0.44372,0.27706,0.47835,0.84416,0.85498,0.82251,0.65584,0.36797,0.58874,0.95455,0.85498,0.70996,0.77706,0.81169,0.84416,0.84416,0.65584,0.51082,0.48918,0.53247,0.51082,0.41126,0.55628,0.75541,0.57792,0.34416,0.46753,0.53247,0.5,0.57792,0.53247,0.6342,0.84416,0.67749,0.55628,0.82251,0.80087,0.42208,0.41126,0.76623,1,0.96537,0.85498,0.76623,0.61039,0.55628,0.45671,0.24459,0.2013,0.44372,0.67749,0.66667,0.52165,0.4329,0.38961,0.38961,0.46753,0.57792,0.59957,0.5,0.2013,0.056277,0.32251,0.42208,0.18831,0.17749,0.57792,0.76623,0.35498,0,0.2013,0.51082,0.45671,0.31169,0.36797,0.45671,0.4329,0.51082,0.53247,0.21212,0.1342,0.48918,0.5671,0.23377,0.11255,0.26623,0.45671,0.59957,0.52165,0.4329,0.44372,0.51082,0.44372,0.22294,0.27706
